amenities,bathrooms,bedrooms,pets_allowed,price,price_type,square_feet,cityname,state
1,0,0.0,1,0,Monthly,0,Houston,TX
0,0,0.0,1,0,Monthly,1,Ankeny,IA
0,0,0.0,1,1,Monthly,0,Bethesda,MD
1,0,0.0,1,0,Monthly,0,Lebanon,IN
1,0,0.0,1,0,Monthly,0,Cherry Hill,NJ
0,0,1.0,1,1,Monthly,1,Bothell,WA
1,0,0.0,1,0,Monthly,0,Minnetonka,MN
1,0,0.0,1,1,Monthly,1,Lynnwood,WA
1,0,0.0,1,0,Monthly,0,Kansas City,MO
1,0,0.0,1,1,Monthly,1,Orange,CA
1,0,0.0,1,1,Monthly,1,Arlington,TX
1,0,0.0,1,1,Monthly,1,Reno,NV
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,0,Monthly,0,Omaha,NE
0,0,0.0,1,1,Monthly,1,Portland,OR
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,0,Monthly,0,Dallas,TX
1,0,0.0,1,0,Monthly,0,Chicago,IL
0,0,0.0,1,0,Monthly,0,Everett,WA
1,0,0.0,1,1,Monthly,0,Portland,OR
1,0,0.0,1,0,Monthly,0,Grandview,MO
0,0,0.0,1,0,Monthly,0,Fort Worth,TX
1,0,0.0,1,1,Monthly,1,Burtonsville,MD
1,0,0.0,1,0,Monthly,0,Lexington,KY
0,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,1,Monthly,1,Lancaster,TX
0,0,0.0,1,0,Monthly,0,Big Rapids,MI
0,0,0.0,1,0,Monthly,0,Cincinnati,OH
1,0,0.0,1,1,Monthly,1,New Braunfels,TX
0,0,0.0,1,0,Monthly,0,Minot,ND
1,0,0.0,1,0,Monthly,0,Conway,AR
1,0,0.0,1,0,Monthly,1,Lithonia,GA
0,0,0.0,1,1,Monthly,0,Washington,DC
0,0,0.0,1,0,Monthly,0,Clarksville,TN
1,0,0.0,1,0,Monthly,1,Cincinnati,OH
1,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,1,Monthly,0,Woodbridge,VA
1,0,0.0,1,1,Monthly,0,Long Beach,CA
1,0,0.0,1,0,Monthly,0,Willoughby,OH
0,0,0.0,1,0,Monthly,1,Jonesboro,AR
1,0,0.0,1,0,Monthly,0,Lynnwood,WA
0,0,0.0,1,0,Monthly,0,Galveston,TX
1,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,1,Monthly,0,Los Angeles,CA
0,0,0.0,1,1,Monthly,0,Bend,OR
0,0,0.0,1,0,Monthly,0,Atlanta,GA
1,0,0.0,1,0,Monthly,0,Fayetteville,AR
0,0,0.0,1,1,Monthly,1,Bella Vista,AR
0,0,0.0,1,0,Monthly,0,Los Angeles,CA
1,0,0.0,1,0,Monthly,1,Greensboro,NC
0,0,0.0,1,0,Monthly,0,Kingsport,TN
0,0,0.0,1,0,Monthly,1,Taylorsville,UT
1,0,0.0,1,1,Monthly,0,San Pablo,CA
1,0,0.0,1,1,Monthly,1,Issaquah,WA
1,0,0.0,1,1,Monthly,0,Westwood,NJ
1,0,1.0,1,1,Monthly,1,Marietta,GA
1,0,0.0,1,0,Monthly,0,Somerset,NJ
1,0,0.0,1,0,Monthly,0,Raleigh,NC
0,0,0.0,1,1,Monthly,0,Portland,OR
0,0,0.0,1,1,Monthly,1,Rancho Santa Margarita,CA
1,0,0.0,1,0,Monthly,1,Gastonia,NC
1,0,0.0,1,0,Monthly,0,Chandler,AZ
1,0,0.0,1,1,Monthly,0,Bellevue,WA
1,0,0.0,1,0,Monthly,0,Minneapolis,MN
1,0,0.0,1,0,Monthly,0,Euless,TX
1,0,0.0,1,1,Monthly,0,Alexandria,VA
1,0,0.0,1,0,Monthly,0,Columbus,IN
1,0,0.0,1,1,Monthly,1,Verona,WI
1,0,0.0,1,0,Monthly,0,Portland,OR
0,0,0.0,1,0,Monthly,0,Brighton,CO
1,0,0.0,1,0,Monthly,0,Nashville,TN
1,0,0.0,1,1,Monthly,1,Ames,IA
0,0,0.0,1,0,Monthly,0,Denver,CO
1,0,0.0,1,0,Monthly,0,Euless,TX
0,0,0.0,1,0,Monthly,0,Chicago,IL
1,0,0.0,1,0,Monthly,0,Oaklyn,NJ
0,0,0.0,1,1,Monthly,0,Artesia,CA
1,0,0.0,1,0,Monthly,0,Ann Arbor,MI
1,0,0.0,1,0,Monthly,0,Fort Washington,MD
1,0,0.0,1,0,Monthly,0,Madison,WI
0,0,0.0,1,0,Monthly,0,Memphis,TN
0,0,0.0,1,1,Monthly,0,Martinez,CA
1,0,0.0,1,1,Monthly,1,Colorado Springs,CO
1,0,0.0,1,0,Monthly,1,Cleveland,OH
1,0,0.0,1,0,Monthly,0,Tyler,TX
1,0,0.0,1,1,Monthly,0,Salt Lake City,UT
1,0,0.0,1,0,Monthly,1,Las Vegas,NV
1,0,0.0,1,0,Monthly,0,Lawrence,KS
1,0,0.0,1,0,Monthly,1,Noblesville,IN
1,0,0.0,1,1,Monthly,1,Riverton,NJ
1,0,0.0,1,0,Monthly,0,Renton,WA
0,0,0.0,1,1,Monthly,0,Arlington,VA
0,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,0,Monthly,1,Mebane,NC
1,0,0.0,1,1,Monthly,1,Austin,TX
1,0,0.0,1,0,Monthly,0,Arlington,TX
1,0,0.0,1,0,Monthly,0,Waterloo,IA
1,0,0.0,1,0,Monthly,1,Burleson,TX
1,0,0.0,1,0,Monthly,0,O Fallon,MO
1,0,0.0,1,0,Monthly,1,Charlotte,NC
1,0,0.0,1,0,Monthly,0,Lafayette,IN
1,0,0.0,1,0,Monthly,0,Olathe,KS
1,0,0.0,1,0,Monthly,0,Arlington,TX
1,0,0.0,1,0,Monthly,1,West Lafayette,IN
0,0,0.0,1,0,Monthly,1,Clayton,NC
0,0,0.0,1,0,Monthly,0,Pewaukee,WI
1,0,0.0,1,1,Monthly,0,Cincinnati,OH
1,0,0.0,1,0,Monthly,0,Chicago,IL
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,0,Monthly,0,Oklahoma City,OK
0,0,0.0,1,0,Monthly,1,Omaha,NE
1,0,0.0,1,0,Monthly,0,Chicago,IL
1,0,0.0,1,1,Monthly,0,Elizabeth,NJ
0,0,0.0,1,0,Monthly,0,Omaha,NE
1,0,0.0,1,0,Monthly,0,Raleigh,NC
1,0,0.0,1,1,Monthly,1,Mesquite,TX
1,0,0.0,1,0,Monthly,0,Charlotte,NC
0,0,0.0,1,0,Monthly,0,Springfield,MO
1,0,0.0,1,1,Monthly,1,San Diego,CA
1,0,0.0,1,1,Monthly,0,Landover,MD
0,0,0.0,1,0,Monthly,1,Elgin,SC
0,0,0.0,1,1,Monthly,0,San Francisco,CA
1,0,0.0,1,0,Monthly,0,Durham,NC
1,0,1.0,1,1,Monthly,1,Brandon,FL
0,0,0.0,1,1,Monthly,1,Alexandria,VA
1,0,1.0,1,1,Monthly,1,Chicago,IL
1,0,0.0,1,0,Monthly,0,West Bend,WI
0,0,0.0,1,0,Monthly,1,High Point,NC
0,0,0.0,1,0,Monthly,0,Springfield,VA
0,0,0.0,1,0,Monthly,1,Spokane Valley,WA
1,0,0.0,1,0,Monthly,0,Anchorage,AK
0,0,0.0,1,0,Monthly,1,Indianapolis,IN
0,0,0.0,1,1,Monthly,1,Omaha,NE
0,0,0.0,1,0,Monthly,0,Grand Junction,CO
1,0,0.0,1,0,Monthly,0,Baltimore,MD
0,0,0.0,1,0,Monthly,0,Oklahoma City,OK
1,0,0.0,1,0,Monthly,0,Hammond,LA
1,0,0.0,1,1,Monthly,0,Long Branch,NJ
0,0,0.0,1,0,Monthly,0,Tulsa,OK
1,0,0.0,1,0,Monthly,0,Port Arthur,TX
1,0,0.0,1,0,Monthly,0,Elkridge,MD
1,0,0.0,1,0,Monthly,0,Renton,WA
1,0,0.0,1,0,Monthly,0,Kalamazoo,MI
0,0,0.0,1,1,Monthly,0,Austin,TX
1,0,0.0,1,1,Monthly,1,Lynnwood,WA
1,0,0.0,1,0,Monthly,0,Tempe,AZ
1,0,0.0,1,1,Monthly,0,Detroit,MI
1,0,0.0,1,1,Monthly,1,Dallas,TX
1,0,0.0,1,0,Monthly,0,Anchorage,AK
1,0,0.0,1,0,Monthly,0,Pittsburgh,PA
0,0,0.0,1,0,Monthly,0,Maple Shade,NJ
1,0,0.0,1,0,Monthly,1,Bloomington,IN
1,0,0.0,1,0,Monthly,0,Saint Joseph,MO
1,0,0.0,1,1,Monthly,1,State College,PA
0,0,0.0,1,0,Monthly,0,Tigard,OR
1,0,0.0,1,1,Monthly,0,Kirkland,WA
0,0,0.0,1,0,Monthly,0,Austin,TX
0,0,0.0,1,0,Monthly,0,Chicago,IL
0,0,0.0,1,1,Monthly,1,Austin,TX
1,0,0.0,1,0,Monthly,1,Euless,TX
1,0,0.0,1,0,Monthly,0,Kansas City,KS
1,0,0.0,1,0,Monthly,0,Maumee,OH
1,0,0.0,1,0,Monthly,0,Omaha,NE
1,0,0.0,1,1,Monthly,0,San Francisco,CA
1,0,0.0,1,1,Monthly,1,San Francisco,CA
1,0,0.0,1,0,Monthly,0,Dallas,TX
0,0,0.0,1,1,Monthly,1,Seattle,WA
1,0,0.0,1,0,Monthly,0,Johnston,IA
0,0,0.0,1,1,Monthly,0,Redondo Beach,CA
1,0,0.0,1,1,Monthly,1,Chicago,IL
0,0,0.0,1,1,Monthly,0,Dallas,TX
1,0,0.0,1,1,Monthly,0,Collingswood,NJ
0,0,0.0,1,1,Monthly,1,Wasilla,AK
1,0,0.0,1,1,Monthly,1,Issaquah,WA
0,0,1.0,1,0,Monthly,1,Lincoln,AL
0,0,0.0,1,0,Monthly,0,Hope Mills,NC
1,0,0.0,1,0,Monthly,0,Anchorage,AK
0,0,0.0,1,0,Monthly,0,Liberty Hill,TX
1,0,0.0,1,1,Monthly,0,Austin,TX
1,0,0.0,1,0,Monthly,0,Columbus,OH
1,0,0.0,1,0,Monthly,0,Clearwater,FL
0,0,0.0,1,0,Monthly,0,Abilene,TX
0,0,0.0,1,0,Monthly,0,Seattle,WA
0,0,0.0,1,0,Monthly,1,Lafayette,LA
1,0,1.0,1,1,Monthly,1,Lexington,SC
1,0,0.0,1,1,Monthly,1,Mountlake Terrace,WA
1,0,0.0,1,1,Monthly,0,Norfolk,VA
1,0,0.0,1,0,Monthly,1,Kansas City,MO
0,1,1.0,1,0,Monthly,1,Cullowhee,NC
1,0,0.0,1,0,Monthly,0,Salt Lake City,UT
0,0,0.0,1,0,Monthly,0,Oklahoma City,OK
1,0,0.0,1,1,Monthly,0,Chicago,IL
0,0,1.0,1,1,Monthly,1,Mckinney,TX
1,0,0.0,1,0,Monthly,0,Portland,OR
0,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,0,Monthly,0,Gainesville,FL
1,0,0.0,1,0,Monthly,0,Plano,TX
1,0,0.0,1,0,Monthly,0,Chattanooga,TN
0,0,0.0,1,0,Monthly,0,Minot,ND
1,0,0.0,1,0,Monthly,0,Davenport,IA
0,0,0.0,1,1,Monthly,1,Jupiter,FL
0,0,0.0,1,0,Monthly,0,Minot,ND
1,0,0.0,1,0,Monthly,0,Kansas City,MO
1,0,0.0,1,1,Monthly,1,Marietta,GA
0,0,0.0,1,1,Monthly,1,Philadelphia,PA
0,0,0.0,1,1,Monthly,1,Greenville,NC
1,0,0.0,1,0,Monthly,1,Indianapolis,IN
1,0,0.0,1,1,Monthly,0,Fox Point,WI
0,0,0.0,1,1,Monthly,1,Chicago,IL
1,0,0.0,1,0,Monthly,0,Reisterstown,MD
1,0,0.0,1,0,Monthly,0,Longview,TX
1,0,0.0,1,0,Monthly,0,Colorado Springs,CO
1,0,0.0,1,1,Monthly,1,Wildomar,CA
1,0,0.0,1,0,Monthly,0,Plainfield,IN
1,0,0.0,1,1,Monthly,1,Seattle,WA
0,0,0.0,1,1,Monthly,0,Atlanta,GA
0,0,0.0,1,1,Monthly,1,Atlanta,GA
1,0,0.0,1,0,Monthly,1,Miamisburg,OH
1,0,0.0,1,0,Monthly,1,Alpharetta,GA
0,0,0.0,1,1,Monthly,1,Sarasota,FL
0,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,1,Monthly,1,Maple Valley,WA
1,0,0.0,1,0,Monthly,0,Tallahassee,FL
0,0,0.0,1,1,Monthly,1,North Hollywood,CA
1,0,0.0,1,0,Monthly,0,Las Vegas,NV
0,0,0.0,1,0,Monthly,0,Phoenix,AZ
1,0,0.0,1,0,Monthly,1,Greensboro,NC
1,0,0.0,1,0,Monthly,1,Douglasville,GA
1,0,0.0,1,1,Monthly,0,Lakewood,CO
0,0,0.0,1,0,Monthly,0,Beaverton,OR
1,0,0.0,1,1,Monthly,0,Roseville,CA
1,0,1.0,1,0,Monthly,1,Fort Worth,TX
0,0,0.0,1,1,Monthly,0,Arlington,VA
1,0,1.0,1,1,Monthly,1,Renton,WA
1,0,0.0,1,1,Monthly,1,Springfield,MO
1,0,0.0,1,1,Monthly,1,Silver Spring,MD
1,0,0.0,1,0,Monthly,0,Corpus Christi,TX
0,0,0.0,1,0,Monthly,0,Metairie,LA
0,0,0.0,1,1,Monthly,1,Columbus,OH
1,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,0,Monthly,0,Haverhill,MA
0,0,0.0,1,1,Monthly,0,Seattle,WA
1,0,0.0,1,0,Monthly,0,New London,CT
1,0,0.0,1,0,Monthly,0,,
1,0,0.0,1,0,Monthly,0,Sugar Land,TX
0,1,1.0,1,1,Monthly,1,Providence,RI
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,1,Monthly,0,Baltimore,MD
1,0,0.0,1,0,Monthly,0,Dallas,TX
0,0,0.0,1,1,Monthly,0,Cambridge,MA
0,0,0.0,1,0,Monthly,0,Kansas City,MO
1,0,0.0,1,0,Monthly,0,Portland,OR
1,0,0.0,1,0,Monthly,1,Madison,WI
1,0,0.0,1,0,Monthly,0,Macon,GA
1,0,0.0,1,1,Monthly,0,Sammamish,WA
0,0,0.0,1,1,Monthly,1,Atlanta,GA
1,0,0.0,1,0,Monthly,0,Jersey City,NJ
1,0,0.0,1,1,Monthly,0,Miami Beach,FL
1,0,0.0,1,0,Monthly,0,Fort Washington,MD
1,0,0.0,1,0,Monthly,0,Colorado Springs,CO
1,0,0.0,1,1,Monthly,0,Los Angeles,CA
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,1,Monthly,0,White Plains,NY
1,0,0.0,1,0,Monthly,0,Port Saint Lucie,FL
0,0,0.0,1,0,Monthly,0,Boise,ID
0,0,0.0,1,0,Monthly,0,Ridley Park,PA
0,0,0.0,1,1,Monthly,1,Fairfax,VA
1,0,0.0,1,0,Monthly,0,Rochester,NY
1,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,0,Monthly,0,Butner,NC
1,0,0.0,1,0,Monthly,1,Dallas,GA
1,0,0.0,1,1,Monthly,1,Greeley,CO
1,0,0.0,1,0,Monthly,0,Stratford,NJ
1,0,0.0,1,1,Monthly,0,Kent,WA
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,1,Monthly,1,Suwanee,GA
0,0,0.0,1,1,Monthly,0,Chicago,IL
1,0,0.0,1,1,Monthly,0,,
1,0,0.0,1,0,Monthly,1,Bedford,TX
1,0,0.0,1,1,Monthly,0,Kent,WA
0,0,0.0,1,1,Monthly,0,Washington,DC
1,0,0.0,1,0,Monthly,0,Dallas,TX
1,0,0.0,1,0,Monthly,1,Channelview,TX
1,0,0.0,1,0,Monthly,0,Kenosha,WI
1,0,0.0,1,0,Monthly,0,Madison,WI
0,0,0.0,1,1,Monthly,1,Omaha,NE
1,0,0.0,1,0,Monthly,0,Dallas,TX
1,0,0.0,1,0,Monthly,0,Durham,NC
0,0,0.0,1,0,Monthly,0,Austin,TX
0,0,0.0,1,1,Monthly,1,Arcadia,CA
0,0,0.0,1,0,Monthly,0,De Soto,KS
1,0,0.0,1,1,Monthly,0,Long Beach,CA
0,0,0.0,1,0,Monthly,0,West Palm Beach,FL
1,0,0.0,1,0,Monthly,0,Anchorage,AK
1,0,0.0,1,0,Monthly,0,Milwaukee,WI
1,0,0.0,1,1,Monthly,1,Seattle,WA
0,0,0.0,1,1,Monthly,1,Liberty Hill,TX
0,0,1.0,1,1,Monthly,1,Arvada,CO
1,0,0.0,1,0,Monthly,0,San Diego,CA
0,0,0.0,1,0,Monthly,1,Las Vegas,NV
0,0,0.0,1,0,Monthly,1,Rogers,AR
0,0,0.0,1,0,Monthly,1,Saint Louis,MI
0,0,0.0,1,0,Monthly,1,Fort Smith,AR
1,0,0.0,1,1,Monthly,1,Silver Spring,MD
1,0,0.0,1,0,Monthly,0,Auburn,AL
1,0,0.0,1,1,Monthly,0,Dallas,TX
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,1,Monthly,1,Sherman Oaks,CA
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,0,Monthly,0,Urbana,IL
1,0,0.0,1,0,Monthly,0,Odessa,FL
1,0,0.0,1,0,Monthly,0,Saint Paul,MN
1,0,0.0,1,0,Monthly,0,Houston,TX
0,0,0.0,1,0,Monthly,1,Sarasota,FL
1,0,0.0,1,0,Monthly,0,West Lafayette,IN
1,0,0.0,1,0,Monthly,1,Raleigh,NC
1,0,0.0,1,0,Monthly,0,Odessa,TX
1,0,0.0,1,0,Monthly,1,Brookfield,WI
1,0,0.0,1,1,Monthly,0,Medford,MA
1,0,0.0,1,0,Monthly,0,Baltimore,MD
1,0,0.0,1,0,Monthly,0,Madison,WI
0,0,0.0,1,1,Monthly,0,Plainfield,NJ
0,0,0.0,1,0,Monthly,0,Omaha,NE
1,0,0.0,1,0,Monthly,0,Fort Collins,CO
0,0,0.0,1,0,Monthly,1,Battle Ground,WA
0,0,0.0,1,1,Monthly,1,Hillsboro,OR
1,0,0.0,1,1,Monthly,1,Glassboro,NJ
0,0,0.0,1,0,Monthly,1,Springfield,MI
0,0,0.0,1,0,Monthly,0,Overland Park,KS
1,0,0.0,1,0,Monthly,0,Euless,TX
1,0,0.0,1,0,Monthly,0,San Diego,CA
0,0,0.0,1,1,Monthly,1,Philadelphia,PA
1,0,0.0,1,0,Monthly,0,Chicago,IL
1,0,0.0,1,0,Monthly,0,Abilene,TX
1,0,0.0,1,0,Monthly,0,Houston,TX
0,0,0.0,1,0,Monthly,0,National City,CA
0,0,0.0,1,1,Monthly,0,Oakland,CA
1,0,0.0,1,0,Monthly,0,Baltimore,MD
1,0,0.0,1,1,Monthly,0,New Bedford,MA
1,0,0.0,1,1,Monthly,1,Arlington,TX
1,0,0.0,1,0,Monthly,1,Apex,NC
0,0,0.0,1,1,Monthly,0,Chicago,IL
0,0,0.0,1,1,Monthly,1,Denver,CO
1,0,0.0,1,1,Monthly,1,Florham Park,NJ
1,0,0.0,1,0,Monthly,1,Mc Farland,WI
1,0,0.0,1,0,Monthly,0,Owings Mills,MD
1,0,0.0,1,1,Monthly,0,Chicago,IL
1,0,0.0,1,0,Monthly,0,Randallstown,MD
1,0,0.0,1,0,Monthly,1,Fargo,ND
1,0,0.0,1,1,Monthly,0,San Francisco,CA
1,0,0.0,1,0,Monthly,1,Glendale,AZ
0,0,0.0,1,0,Monthly,0,Phoenix,AZ
1,0,1.0,1,1,Monthly,1,Lynnwood,WA
1,0,0.0,1,1,Monthly,1,Madison,WI
0,0,0.0,1,0,Monthly,0,Philadelphia,PA
1,0,0.0,1,0,Monthly,0,Commerce,TX
0,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,0,Monthly,0,Kansas City,MO
1,0,0.0,1,0,Monthly,0,Cordova,TN
1,1,1.0,1,1,Monthly,1,Redmond,WA
0,0,0.0,1,0,Monthly,1,Plymouth,IN
0,0,0.0,1,1,Monthly,0,Raleigh,NC
0,0,0.0,1,0,Monthly,0,Marietta,GA
1,0,0.0,1,1,Monthly,1,Manchester,CT
0,0,0.0,1,0,Monthly,0,Columbia,MO
1,0,0.0,1,1,Monthly,1,Princeton,NJ
1,0,0.0,1,0,Monthly,0,Gilbert,AZ
1,0,0.0,1,0,Monthly,0,Pittsburgh,PA
1,0,0.0,1,0,Monthly,0,Anchorage,AK
1,0,0.0,1,0,Monthly,0,Chicago,IL
1,0,0.0,1,0,Monthly,0,Ypsilanti,MI
0,0,0.0,1,0,Monthly,0,Milwaukee,WI
1,0,0.0,1,0,Monthly,0,Austin,TX
0,0,0.0,1,0,Monthly,1,Philadelphia,PA
0,0,0.0,1,1,Monthly,1,Woodbridge,NJ
1,0,0.0,1,0,Monthly,0,Grapevine,TX
0,0,0.0,1,1,Monthly,0,Hanover,MD
1,0,0.0,1,0,Monthly,0,Milwaukee,WI
1,0,0.0,1,0,Monthly,1,Concord,NC
1,0,0.0,1,0,Monthly,0,Dallas,TX
0,0,0.0,1,1,Monthly,1,Bellingham,WA
1,0,0.0,1,0,Monthly,0,Van Wert,OH
0,0,0.0,1,0,Monthly,0,Ames,IA
1,0,0.0,1,0,Monthly,0,Houston,TX
1,0,0.0,1,0,Monthly,1,Enterprise,AL
1,0,0.0,1,1,Monthly,0,Philadelphia,PA
0,0,0.0,1,0,Monthly,1,Burlington,ND
1,0,0.0,1,0,Monthly,0,Las Vegas,NV
0,0,0.0,1,0,Monthly,0,Slc,UT
1,0,0.0,1,0,Monthly,1,Edmonds,WA
0,0,0.0,1,1,Monthly,0,Chicago,IL
1,0,0.0,1,0,Monthly,0,Milwaukee,WI
1,0,0.0,1,0,Monthly,0,Cleveland,OH
1,0,0.0,1,1,Monthly,1,Roswell,GA
0,0,0.0,1,0,Monthly,0,Oklahoma City,OK
1,0,0.0,1,0,Monthly,1,Bethlehem,GA
1,0,0.0,1,1,Monthly,0,San Francisco,CA
1,0,0.0,1,0,Monthly,0,Anderson,IN
1,0,0.0,1,0,Monthly,1,Indianapolis,IN
0,0,0.0,1,0,Monthly,1,Georgetown,TX
0,0,1.0,1,1,Monthly,1,Georgetown,TX
0,0,0.0,1,0,Monthly,0,Harlingen,TX
1,0,0.0,1,0,Monthly,0,Little Rock,AR
1,0,0.0,1,0,Monthly,1,Clayton,NC
1,0,0.0,1,0,Monthly,0,Lithonia,GA
1,0,0.0,1,1,Monthly,1,Madison,WI
1,0,0.0,1,0,Monthly,0,Moncure,NC
1,0,0.0,1,0,Monthly,1,Euless,TX
0,0,0.0,1,1,Monthly,1,Lake Orion,MI
0,1,1.0,1,1,Monthly,1,Los Angeles,CA
0,0,0.0,1,1,Monthly,1,Pflugerville,TX
1,0,0.0,1,0,Monthly,0,Longview,TX
1,0,0.0,1,0,Monthly,0,Memphis,TN
1,0,0.0,1,0,Monthly,0,Bloomington,IN
1,0,0.0,1,1,Monthly,0,Allston,MA
0,0,0.0,1,0,Monthly,1,Plano,TX
1,0,0.0,1,0,Monthly,0,Lawrenceville,GA
0,0,0.0,1,0,Monthly,0,Marietta,GA
0,0,0.0,1,0,Monthly,1,Rolla,MO
1,0,0.0,1,0,Monthly,0,Davenport,IA
0,0,0.0,1,0,Monthly,0,Jacksonville,FL
0,0,0.0,1,0,Monthly,0,Vancouver,WA
1,0,0.0,1,1,Monthly,1,Mountain View,CA
1,0,0.0,1,0,Monthly,1,Round Rock,TX
0,0,0.0,1,1,Monthly,1,Hanover,MD
1,0,0.0,1,0,Monthly,0,Saint Louis,MO
1,0,0.0,1,0,Monthly,1,Indianapolis,IN
1,0,0.0,1,0,Monthly,0,Madison,WI
1,0,0.0,1,0,Monthly,0,San Antonio,TX
1,0,0.0,1,1,Monthly,0,Minneapolis,MN
1,0,0.0,1,1,Monthly,0,Washington,DC
0,0,0.0,1,1,Monthly,1,Ridgefield,WA
0,0,0.0,1,0,Monthly,0,Indianapolis,IN
1,0,0.0,1,0,Monthly,0,Bedford,TX
1,0,0.0,1,0,Monthly,0,Evanston,IL
0,0,0.0,1,1,Monthly,0,Los Angeles,CA
1,0,0.0,1,0,Monthly,0,Daytona Beach,FL
0,0,0.0,1,0,Monthly,1,Portland,OR
0,0,0.0,1,0,Monthly,0,Milwaukee,WI
0,0,0.0,1,0,Monthly,0,Austin,TX
0,0,0.0,1,0,Monthly,0,Denver,CO
0,0,0.0,1,1,Monthly,0,Los Angeles,CA
0,0,1.0,1,1,Monthly,1,Saint Cloud,FL
1,0,0.0,1,1,Monthly,0,Alameda,CA
0,0,0.0,1,0,Monthly,0,Eagan,MN
1,0,1.0,1,0,Monthly,1,Gastonia,NC
0,0,0.0,1,0,Monthly,0,Oklahoma City,OK
1,0,0.0,1,0,Monthly,0,Dallas,TX
0,0,0.0,1,0,Monthly,0,Lexington,KY
0,0,0.0,1,0,Monthly,1,Canal Fulton,OH
1,0,0.0,1,1,Monthly,1,Madison,WI
0,0,1.0,1,1,Monthly,1,Clayton,NC
1,0,0.0,1,0,Monthly,0,Kansas City,MO
1,0,0.0,1,0,Monthly,0,Manchester,NH
1,0,0.0,1,0,Monthly,0,Milwaukee,WI
0,0,0.0,1,0,Monthly,0,Phoenix,AZ
1,0,0.0,1,0,Monthly,1,Waterloo,IA
0,0,1.0,1,1,Monthly,1,Bloomington,IN
1,0,0.0,1,0,Monthly,0,Glen Burnie,MD
1,0,0.0,1,0,Monthly,0,Verona,WI
0,0,0.0,1,1,Monthly,1,Ponte Vedra,FL
1,0,0.0,1,1,Monthly,0,Kirkland,WA
0,0,0.0,1,0,Monthly,0,Grandview Heights,OH
1,0,0.0,1,0,Monthly,0,Colorado Springs,CO
1,0,0.0,1,0,Monthly,0,Dallas,TX
0,0,0.0,1,1,Monthly,0,Oakland,CA
1,0,0.0,1,0,Monthly,0,Urbandale,IA
1,0,0.0,1,0,Monthly,0,Middlesex,NC
0,0,0.0,1,1,Monthly,0,Austin,TX
1,0,0.0,1,0,Monthly,1,Saint Louis,MO
1,0,0.0,1,0,Monthly,0,Fort Worth,TX
0,0,0.0,1,0,Monthly,0,Austin,TX
1,0,0.0,1,0,Monthly,1,Blue Springs,MO
0,0,0.0,1,0,Monthly,1,Huntersville,NC
0,0,0.0,1,0,Monthly,0,Scottsdale,AZ
1,0,0.0,1,0,Monthly,1,Cincinnati,OH
1,0,0.0,1,1,Monthly,0,Seattle,WA
0,0,0.0,1,0,Monthly,0,Salt Lake City,UT
1,0,0.0,1,0,Monthly,0,Portland,OR
0,0,0.0,1,0,Monthly,0,Portland,OR
0,0,0.0,1,0,Monthly,0,Glens Falls,NY
0,0,0.0,1,1,Monthly,1,Dallas,TX
1,0,0.0,1,1,Monthly,0,Saint Louis Park,MN
1,0,0.0,1,1,Monthly,0,Herndon,VA
1,0,1.0,1,1,Monthly,1,Valrico,FL
0,0,0.0,1,0,Monthly,0,Brooklyn Center,MN
1,0,0.0,1,1,Monthly,1,Orinda,CA
0,0,0.0,1,1,Monthly,0,Atlanta,GA
1,0,0.0,1,1,Monthly,0,San Francisco,CA
0,0,0.0,1,1,Monthly,0,Mendota Heights,MN
0,0,0.0,1,1,Monthly,1,,
1,0,0.0,1,0,Monthly,0,Homestead,PA
1,0,0.0,1,0,Monthly,1,Edmond,OK
1,0,0.0,1,0,Monthly,0,Carrboro,NC
1,0,0.0,1,1,Monthly,1,Northridge,CA
1,0,0.0,1,0,Monthly,0,Colorado Springs,CO
1,0,0.0,1,1,Monthly,0,Lebanon,NH
1,0,0.0,1,0,Monthly,0,Arlington,TX
1,0,0.0,1,1,Monthly,0,Vancouver,WA
0,0,0.0,1,1,Monthly,1,Los Angeles,CA
1,0,0.0,1,1,Monthly,0,Milwaukee,WI
1,0,0.0,1,0,Monthly,1,Charlotte,NC
1,0,0.0,1,0,Monthly,0,Boone,IA
